,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
244,BBC,Sun Jan 28 10:30:04 +0000 2018,"More than 11 billion items of plastic were found on a third of coral reefs surveyed in the Asia-Pacific region.

Th… https://t.co/iA1OOWNZ4k",0.0,0.0,0.0,1.0,56
245,BBC,Sun Jan 28 10:00:02 +0000 2018,"??? What helps you talk about depression?  

#BBCLikeMinds https://t.co/QEjc3nWqPr",-0.2732,0.195,0.278,0.526,55
246,BBC,Sun Jan 28 09:37:47 +0000 2018,RT @1Xtra: Now on @Diplo and Friends Tokyo’s finest @masayoshi_JP brings a bag of exclusives and forthcoming material from the legendary Tr…,0.4767,0.134,0.0,0.866,54
247,BBC,Sun Jan 28 09:37:18 +0000 2018,RT @BBCRadio4: WB Yeats died on this day in 1939. Here he reads his poem 'The Lake Isle of Innisfree' https://t.co/WCBuSBMFsO https://t.co/…,-0.5574,0.0,0.146,0.854,53
248,BBC,Sun Jan 28 09:30:02 +0000 2018,"?? Rewatch the moment Michael blew the judges away with his Proud Mary performance.

#AllTogetherNow https://t.co/s5YqfGHPtu",0.4767,0.171,0.0,0.829,52
249,BBC,Sun Jan 28 09:00:06 +0000 2018,"? Why do we see faces in unexpected places?

'Pareidolia' is the psychological phenomenon of spotting familiar patt… https://t.co/azGP7YWK28",0.0,0.0,0.0,1.0,51
250,BBC,Sun Jan 28 08:00:09 +0000 2018,"Shops, cafes and businesses will offer free water refill points in every major city and town in England by 2021 to… https://t.co/ScxSlRtZ6w",0.5106,0.136,0.0,0.864,50
251,BBC,Sun Jan 28 08:00:04 +0000 2018,RT @BBCOne: WOW. Rewatch the moment Michael blew the judges away with his Proud Mary on #AllTogetherNow. https://t.co/QaKOTmwQBQ,0.824,0.323,0.0,0.677,49
252,BBC,Sun Jan 28 07:59:31 +0000 2018,"RT @bbcideas: The silent film pioneer, Charlie Chaplin, as remembered by his son ? https://t.co/Gdcz1QK9K0 https://t.co/p8qE13TmcP",0.0,0.0,0.0,1.0,48
253,BBC,Sat Jan 27 21:30:07 +0000 2018,"?? Once upon a time, two-thirds of the world's literature was created by people who couldn't read or write... https://t.co/LbM3h6DxBG",0.25,0.1,0.0,0.9,47
254,BBC,Sat Jan 27 20:47:04 +0000 2018,"? @DarceyOfficial steps out of the world of ballet to pick two modern dance groups breaking new ground. 

Darcey Bu… https://t.co/fi88NAOtLK",0.0,0.0,0.0,1.0,46
255,BBC,Sat Jan 27 20:00:03 +0000 2018,Going out to gigs is... so... fun. ? https://t.co/hbsVsaroWT,0.5106,0.32,0.0,0.68,45
256,BBC,Sat Jan 27 19:39:46 +0000 2018,"RT @BBCFOUR: Frank, dramatic, yet often surprisingly funny, Holocaust survivor Freddie Knoller tells his personal story of being a young Je…",0.765,0.309,0.0,0.691,44
257,BBC,Sat Jan 27 19:00:07 +0000 2018,"More than a third of young women say they are too embarrassed to have a smear test, according to a survey of 2000 w… https://t.co/9ILFLe97vb",-0.6124,0.0,0.2,0.8,43
258,BBC,Sat Jan 27 18:30:09 +0000 2018,"What's it like working with @BTS_twt? 

Meet the choreographer who helped create some of their most incredible danc… https://t.co/F2rEEOSZZA",0.5574,0.213,0.0,0.787,42
259,BBC,Sat Jan 27 18:25:43 +0000 2018,RT @bbcthree: 12 year old Campbell believes always being kind can change the world. https://t.co/2mRxlpPlNs,0.5267,0.195,0.0,0.805,41
260,BBC,Sat Jan 27 18:22:11 +0000 2018,RT @bbcarts: Latest Banksy graffiti unveiled in Hull https://t.co/DdwT8Yc7z0,0.0,0.0,0.0,1.0,40
261,BBC,Sat Jan 27 18:13:51 +0000 2018,"RT @BBCOne: Top tip: When you’re about to blow up Tom Cruise, you better get your timing right. #TheGNShow https://t.co/BCjUEW7vor",0.5719,0.207,0.0,0.793,39
262,BBC,Sat Jan 27 18:12:39 +0000 2018,"RT @BBCSpringwatch: Dipper diving beneath the ice, pure bliss ? #Winterwatch https://t.co/I4MfNhfaaO",0.6124,0.357,0.0,0.643,38
263,BBC,Sat Jan 27 18:12:09 +0000 2018,RT @BBCNewsbeat: Kenya's ice hockey stars have the winter Olympics in their sights ????? https://t.co/6cHwBZmdRf,0.0,0.0,0.0,1.0,37
264,BBC,Sat Jan 27 18:08:00 +0000 2018,RT @bbcthree: The most talented man in Britain. https://t.co/I0goacRww0,0.5563,0.31,0.0,0.69,36
265,BBC,Sat Jan 27 18:07:43 +0000 2018,"RT @BBCiPlayer: Question everything.
Requiem. 
The new psychological thriller available on iPlayer 2nd February ? https://t.co/oZcucUgada",0.1027,0.091,0.0,0.909,35
266,BBC,Sat Jan 27 18:07:33 +0000 2018,"RT @BBCOne: #AllTogetherNow = Saturday night telly, but not as you know it! 
Tonight. 7.15pm. @BBCOne. https://t.co/3wjbAQ0oZ6",0.0,0.0,0.0,1.0,34
267,BBC,Sat Jan 27 18:05:04 +0000 2018,"?? @RobBeckettComic presents a singing contest with a twist, as singers perform in front of a panel of 100 musical… https://t.co/bmDU1sDRiz",0.0,0.0,0.0,1.0,33
268,BBC,Sat Jan 27 17:30:02 +0000 2018,Down's syndrome hasn't stopped this 21-year-old entrepreneur making millions selling colourful socks. https://t.co/VxVAsAs2Hh,0.1695,0.122,0.0,0.878,32
269,BBC,Sat Jan 27 17:00:10 +0000 2018,"??? @ChesterZoo's done it's annual census. 

You won't believe how many cute animals live there... https://t.co/IbaTuBfeow",0.4588,0.167,0.0,0.833,31
270,BBC,Sat Jan 27 16:30:11 +0000 2018,"?? Dust off your disco pants! 

Princess of Pop, @KylieMinogue is back! 
? https://t.co/DaE0XsHEzN https://t.co/U0MPKykEbA",0.0,0.0,0.0,1.0,30
271,BBC,Sat Jan 27 16:00:09 +0000 2018,"'I’m a young and healthy man and I think I look disgusting.'

The story of one man's struggle with body image.
?… https://t.co/J0lZGUfG1b",0.1027,0.117,0.1,0.783,29
272,BBC,Sat Jan 27 15:30:30 +0000 2018,RT @BBCNewsround: Read our guide to Holocaust Memorial Day here: https://t.co/BA3zmBCTa1 https://t.co/s4GqYnYyZc,0.0,0.0,0.0,1.0,28
273,BBC,Sat Jan 27 15:00:09 +0000 2018,"?? The judge wasn't sure if Satan could be prosecuted as he was technically a foreign prince, so might be able to c… https://t.co/Fx5QOZV7id",-0.5517,0.0,0.178,0.822,27
274,BBC,Sat Jan 27 14:00:07 +0000 2018,? #Vegan mayo magic. ? https://t.co/d8oB0dlkWR,0.0,0.0,0.0,1.0,26
275,BBC,Sat Jan 27 13:30:09 +0000 2018,"? We all know what makes us fat - eating more calories than we burn.

But why do we overeat in the first place? 
?… https://t.co/F1ghOVexKk",0.0,0.0,0.0,1.0,25
276,BBC,Sat Jan 27 12:55:04 +0000 2018,"? @RyanGosling stars as a driver who works for the Hollywood cinema industry by day and for criminals at night.

Dr… https://t.co/vKHIoqtDBi",-0.5719,0.0,0.163,0.837,24
277,BBC,Sat Jan 27 12:30:08 +0000 2018,? @SqueezeOfficial brought a slice of Cuba to @achrisevans' studio this week with this @Camila_Cabello cover! https://t.co/YPkE2q8wEh,0.0,0.0,0.0,1.0,23
278,BBC,Sat Jan 27 12:00:04 +0000 2018,?? Could caterpillar farms help fight malnutrition in West Africa? https://t.co/IhhwKw45h7,0.0258,0.189,0.182,0.629,22
279,BBC,Sat Jan 27 11:30:06 +0000 2018,"12 people around the coast of England and Wales explain how they ended up sleeping rough. 
? https://t.co/byvngvErUk https://t.co/6iLhFDV6Z2",0.0,0.0,0.0,1.0,21
280,BBC,Sat Jan 27 10:59:56 +0000 2018,"RT @BBCSport: Find us a better costume at a sporting event.

We'll wait... https://t.co/DnvmXWiBT9",0.4404,0.209,0.0,0.791,20
281,BBC,Sat Jan 27 10:58:52 +0000 2018,RT @BBCNewsEnts: Everything you need to know about tomorrow's #Grammy Awards. https://t.co/dhzNcGoVmA https://t.co/JEc3tpK5Cz,0.4588,0.2,0.0,0.8,19
282,BBC,Sat Jan 27 10:56:21 +0000 2018,"? We can't believe @TomCruise only broke his ankle.

#TheGNShow https://t.co/Er4fmjlw9n",-0.4215,0.0,0.237,0.763,18
283,BBC,Sat Jan 27 10:37:34 +0000 2018,"RT @BBC6Music: You can listen back to Cillian Murphy’s 2-Hour show featuring tunes from @FeistMusic, @mwardtweeting, @lauramarlinghq, @TheR…",0.0,0.0,0.0,1.0,17
284,BBC,Sat Jan 27 10:30:05 +0000 2018,"?? Growers of world-famous Assam tea are encroaching into forests, fuelling a conflict between elephants and humans… https://t.co/79maSLQZyg",-0.3182,0.0,0.126,0.874,16
285,BBC,Sat Jan 27 10:00:08 +0000 2018,"?? What treasures have you got hiding in your house? 

#AntiquesRoadshow https://t.co/pZqRFbtehK",0.1531,0.187,0.147,0.667,15
286,BBC,Sat Jan 27 10:00:03 +0000 2018,"Want to reduce your power use? 

? Turn this up &amp; TURN  IT OFF. ?

?? Check out #TerrificScientific's power investi… https://t.co/4MR9YorDWU",0.0772,0.064,0.0,0.936,14
287,BBC,Sat Jan 27 09:53:28 +0000 2018,"RT @cbbc: Our favourite Nikkis, @NicoleScherzy and @nikkilillyy hang out, catch up and eat some sh-amazing cupcakes ??? Watch it here ? htt…",0.0,0.0,0.0,1.0,13
288,BBC,Sat Jan 27 09:50:46 +0000 2018,"RT @BBCOne: This is the magic of the moon… as you've never seen it before.
??????? 
#WondersOfTheMoon. Wednesday. 9pm. @BBCOne. https://t.c…",0.0,0.0,0.0,1.0,12
289,BBC,Sat Jan 27 09:50:38 +0000 2018,"RT @BBCScotland: Every year, Atlantic salmon make an extraordinary journey upstream to complete their life cycle.

Watch Highlands - Scotla…",0.0,0.0,0.0,1.0,11
290,BBC,Sat Jan 27 09:50:18 +0000 2018,"RT @BBCTwo: For 32 years, fake news stopped women competing in track events at the Olympics. ? #QI https://t.co/uHN6tXc0S1",-0.6124,0.0,0.238,0.762,10
291,BBC,Sat Jan 27 09:32:03 +0000 2018,"Want to celebrate an inspiring cook, food producer or innovative food business?

Nominate them for the… https://t.co/TnHODjaMcr",0.8658,0.451,0.0,0.549,9
292,BBC,Sat Jan 27 08:40:01 +0000 2018,"? Eva recounts the horrors of surviving not just one, but two Nazi concentration camps.

#HolocaustMemorialDay https://t.co/YtEUcyZQQC",-0.1901,0.089,0.131,0.78,8
293,BBC,Sat Jan 27 07:59:04 +0000 2018,"? Big actors, tiny roles.

Guess the film titles in @BBCRadio4's small but perfectly formed miniature movie quiz!… https://t.co/Btt64CFl2m",0.7959,0.264,0.0,0.736,7
294,BBC,Fri Jan 26 20:00:04 +0000 2018,"Amazing ??? 

#DarceyBussellsNewDance | 10pm Saturday | @BBCTwo https://t.co/8jwGEBIXUG",0.5859,0.388,0.0,0.612,6
295,BBC,Fri Jan 26 19:33:04 +0000 2018,A domesticated cow has surprised Polish naturalists by spending the winter living with a herd of wild bison. ?… https://t.co/TbOsdGeWT8,0.2263,0.101,0.0,0.899,5
296,BBC,Fri Jan 26 19:00:04 +0000 2018,"? Did you know that electronic music as we know it *kind of* started with two women’s experiments?

https://t.co/OzBHV9AgvT",0.0,0.0,0.0,1.0,4
297,BBC,Fri Jan 26 18:34:02 +0000 2018,"Small children... they're boring. ?

@Sindhuvfunny's take on parenting is... hilarious. https://t.co/Tmg8cHXSCv",0.1027,0.193,0.164,0.643,3
298,BBC,Fri Jan 26 17:57:04 +0000 2018,?? This wholesome Instagram account dedicated solely to pictures of men with bread is exactly what the world needs… https://t.co/cj0YRux4S2,0.4588,0.136,0.0,0.864,2
299,BBC,Fri Jan 26 17:48:49 +0000 2018,"RT @bbcideas: The year 2000 didn’t really appeal to these kids from 1966. Then again, they did think that we might be living under the sea…",0.0,0.0,0.0,1.0,1
300,nytimes,Sun Jan 28 21:30:02 +0000 2018,"6 different films from 20th Century Fox, including the word-of-mouth hit “The Greatest Showman,” appeared on the bo… https://t.co/W2bmQ92RKo",0.6369,0.198,0.0,0.802,100
301,nytimes,Sun Jan 28 21:15:09 +0000 2018,"An elite team came to the rescue of a French climber, but extremely harsh conditions have left them unable to reach… https://t.co/xABZuOHIm9",-0.4835,0.085,0.169,0.747,99
302,nytimes,Sun Jan 28 21:00:08 +0000 2018,"Why is Woody Allen's career in peril? Despite his denials, his accuser, his daughter Dylan Farrow, tells The Times… https://t.co/0KiWOX0NLK",-0.4019,0.0,0.124,0.876,98
303,nytimes,Sun Jan 28 20:45:02 +0000 2018,How a bot stole a Minnesota high school student's social identity to promote cryptocurrency and graphic adult conte… https://t.co/vBpPLCQzmW,0.3818,0.14,0.0,0.86,97
304,nytimes,Sun Jan 28 20:30:12 +0000 2018,"David Frum argues that Donald Trump's greatest talent is for exploiting weaknesses, and the Democrats have given hi… https://t.co/oaHfyS3FTq",0.0,0.241,0.276,0.483,96
305,nytimes,Sun Jan 28 20:15:13 +0000 2018,"Best known to audiences for his TV roles on “Happy Endings” and “The Mindy Project,” Adam Pally is jumping into the… https://t.co/NnivDQuhU0",0.6369,0.167,0.0,0.833,95
306,nytimes,Sun Jan 28 20:00:18 +0000 2018,"The Humanity Star has been called a disco ball, a Dungeons and Dragons die, and space graffiti. Some astronomers ar… https://t.co/7qRLRFjgB5",-0.5994,0.0,0.178,0.822,94
307,nytimes,Sun Jan 28 19:45:02 +0000 2018,"Opinion: ""The problem with this seemingly harmless question is that such an interrogation demonstrates how white pe… https://t.co/J6QpitVYzB",-0.1779,0.097,0.13,0.773,93
308,nytimes,Sun Jan 28 19:30:04 +0000 2018,"As a teenager, Robert Ellsberg pitched in twice at the copying machine, helping his father make duplicates of the c… https://t.co/iPaMtOPUbS",0.296,0.104,0.0,0.896,92
309,nytimes,Sun Jan 28 19:15:06 +0000 2018,"President Trump used Davos to urge business leaders to invest in the United States. But during the meeting, it was… https://t.co/T5CpJ4hdBL",0.4215,0.123,0.0,0.877,91
310,nytimes,Sun Jan 28 19:07:27 +0000 2018,RT @nytimesarts: All eyes will be on Jay-Z if he wins an award at the Grammys tonight. President Trump responded to comments the music mogu…,0.802,0.238,0.0,0.762,90
311,nytimes,Sun Jan 28 19:00:22 +0000 2018,"A blizzard descended on Iran, blanketing large parts of the country and taking everyone by surprise https://t.co/PFhTxTl4YL",0.2732,0.123,0.0,0.877,89
312,nytimes,Sun Jan 28 18:45:10 +0000 2018,Here’s what you need to know about the week’s top stories https://t.co/HDauWojUZh,0.2023,0.141,0.0,0.859,88
313,nytimes,Sun Jan 28 18:30:05 +0000 2018,Marco Rubio fired his chief of staff after he determined that the employee had “violated office policies regarding… https://t.co/Fy8LT6Vnvr,-0.296,0.104,0.157,0.739,87
314,nytimes,Sun Jan 28 18:23:40 +0000 2018,RT @nytimesarts: Can Woody Allen work in Hollywood again? Actors are rebuking him. Amazon may end its relationship with him. His sister say…,0.1779,0.072,0.0,0.928,86
315,nytimes,Sun Jan 28 18:15:09 +0000 2018,Florida’s Stand Your Ground law was meant to make sure that average residents could defend themselves without fear… https://t.co/Zv5v65wmPG,0.3182,0.113,0.0,0.887,85
316,nytimes,Sun Jan 28 18:08:50 +0000 2018,"RT @nickconfessore: A @nytimes team uncovered a global black market in social identity theft. 
The customers? Some of your favorite reality…",0.4588,0.143,0.0,0.857,84
317,nytimes,Sun Jan 28 18:00:13 +0000 2018,? https://t.co/sS4cV4QvYb,0.0,0.0,0.0,1.0,83
318,nytimes,Sun Jan 28 17:45:10 +0000 2018,"After finding an old photo of a stranger in a book, a journalist went on a quest https://t.co/dFPwaeOlwS",0.0,0.0,0.0,1.0,82
319,nytimes,Sun Jan 28 17:30:11 +0000 2018,Voters told President Evo Morales in a referendum it was time to retire. But he intends to run again. https://t.co/Jd6in3J2iH,0.0,0.0,0.0,1.0,81
320,nytimes,Sun Jan 28 21:30:02 +0000 2018,"6 different films from 20th Century Fox, including the word-of-mouth hit “The Greatest Showman,” appeared on the bo… https://t.co/W2bmQ92RKo",0.6369,0.198,0.0,0.802,80
321,nytimes,Sun Jan 28 21:15:09 +0000 2018,"An elite team came to the rescue of a French climber, but extremely harsh conditions have left them unable to reach… https://t.co/xABZuOHIm9",-0.4835,0.085,0.169,0.747,79
322,nytimes,Sun Jan 28 21:00:08 +0000 2018,"Why is Woody Allen's career in peril? Despite his denials, his accuser, his daughter Dylan Farrow, tells The Times… https://t.co/0KiWOX0NLK",-0.4019,0.0,0.124,0.876,78
323,nytimes,Sun Jan 28 20:45:02 +0000 2018,How a bot stole a Minnesota high school student's social identity to promote cryptocurrency and graphic adult conte… https://t.co/vBpPLCQzmW,0.3818,0.14,0.0,0.86,77
324,nytimes,Sun Jan 28 20:30:12 +0000 2018,"David Frum argues that Donald Trump's greatest talent is for exploiting weaknesses, and the Democrats have given hi… https://t.co/oaHfyS3FTq",0.0,0.241,0.276,0.483,76
325,nytimes,Sun Jan 28 20:15:13 +0000 2018,"Best known to audiences for his TV roles on “Happy Endings” and “The Mindy Project,” Adam Pally is jumping into the… https://t.co/NnivDQuhU0",0.6369,0.167,0.0,0.833,75
326,nytimes,Sun Jan 28 20:00:18 +0000 2018,"The Humanity Star has been called a disco ball, a Dungeons and Dragons die, and space graffiti. Some astronomers ar… https://t.co/7qRLRFjgB5",-0.5994,0.0,0.178,0.822,74
327,nytimes,Sun Jan 28 19:45:02 +0000 2018,"Opinion: ""The problem with this seemingly harmless question is that such an interrogation demonstrates how white pe… https://t.co/J6QpitVYzB",-0.1779,0.097,0.13,0.773,73
328,nytimes,Sun Jan 28 19:30:04 +0000 2018,"As a teenager, Robert Ellsberg pitched in twice at the copying machine, helping his father make duplicates of the c… https://t.co/iPaMtOPUbS",0.296,0.104,0.0,0.896,72
329,nytimes,Sun Jan 28 19:15:06 +0000 2018,"President Trump used Davos to urge business leaders to invest in the United States. But during the meeting, it was… https://t.co/T5CpJ4hdBL",0.4215,0.123,0.0,0.877,71
330,nytimes,Sun Jan 28 19:07:27 +0000 2018,RT @nytimesarts: All eyes will be on Jay-Z if he wins an award at the Grammys tonight. President Trump responded to comments the music mogu…,0.802,0.238,0.0,0.762,70
331,nytimes,Sun Jan 28 19:00:22 +0000 2018,"A blizzard descended on Iran, blanketing large parts of the country and taking everyone by surprise https://t.co/PFhTxTl4YL",0.2732,0.123,0.0,0.877,69
332,nytimes,Sun Jan 28 18:45:10 +0000 2018,Here’s what you need to know about the week’s top stories https://t.co/HDauWojUZh,0.2023,0.141,0.0,0.859,68
333,nytimes,Sun Jan 28 18:30:05 +0000 2018,Marco Rubio fired his chief of staff after he determined that the employee had “violated office policies regarding… https://t.co/Fy8LT6Vnvr,-0.296,0.104,0.157,0.739,67
334,nytimes,Sun Jan 28 18:23:40 +0000 2018,RT @nytimesarts: Can Woody Allen work in Hollywood again? Actors are rebuking him. Amazon may end its relationship with him. His sister say…,0.1779,0.072,0.0,0.928,66
335,nytimes,Sun Jan 28 18:15:09 +0000 2018,Florida’s Stand Your Ground law was meant to make sure that average residents could defend themselves without fear… https://t.co/Zv5v65wmPG,0.3182,0.113,0.0,0.887,65
336,nytimes,Sun Jan 28 18:08:50 +0000 2018,"RT @nickconfessore: A @nytimes team uncovered a global black market in social identity theft. 
The customers? Some of your favorite reality…",0.4588,0.143,0.0,0.857,64
337,nytimes,Sun Jan 28 18:00:13 +0000 2018,? https://t.co/sS4cV4QvYb,0.0,0.0,0.0,1.0,63
338,nytimes,Sun Jan 28 17:45:10 +0000 2018,"After finding an old photo of a stranger in a book, a journalist went on a quest https://t.co/dFPwaeOlwS",0.0,0.0,0.0,1.0,62
339,nytimes,Sun Jan 28 17:30:11 +0000 2018,Voters told President Evo Morales in a referendum it was time to retire. But he intends to run again. https://t.co/Jd6in3J2iH,0.0,0.0,0.0,1.0,61
340,nytimes,Sun Jan 28 17:15:08 +0000 2018,"President Trump took aim at Jay-Z in tweets earlier this morning. In November, Jay-Z said ""an ideal way is to have… https://t.co/oV9EvDogQe",0.5267,0.139,0.0,0.861,60
341,nytimes,Sun Jan 28 17:00:09 +0000 2018,Protesters across Russia braved icy temperatures to demonstrate against the lack of choice in a presidential electi… https://t.co/Ef6D6ODW8G,-0.0772,0.137,0.199,0.664,59
342,nytimes,Sun Jan 28 16:45:17 +0000 2018,"“Don’t forget, we’re still in 2 different wars that I started,"" Will Ferrell said as former President George W. Bus… https://t.co/WGNhnEkJ5m",-0.6705,0.0,0.244,0.756,58
343,nytimes,Sun Jan 28 16:30:04 +0000 2018,"Roger Federer is the oldest man to win the Australian Open since one of his role models, Ken Rosewall, in 1972 https://t.co/P4gIE6d60G",0.5859,0.153,0.0,0.847,57
344,nytimes,Sun Jan 28 16:20:50 +0000 2018,In case all this talk of meatballs has made you hungry https://t.co/kfx71JLBpm,0.0,0.0,0.0,1.0,56
345,nytimes,Sun Jan 28 16:15:05 +0000 2018,"Were they really discussing meatballs or was “meatballs” a code word for something shady?
 https://t.co/EVHHwRYYuy",0.0,0.0,0.0,1.0,55
346,nytimes,Sun Jan 28 16:00:07 +0000 2018,Will the music industry take advantage of its marquee moment tonight at the Grammys to make a statement about the… https://t.co/X1LN1G1fLo,0.25,0.095,0.0,0.905,54
347,nytimes,Sun Jan 28 15:45:07 +0000 2018,"Air Force One needs 2 new refrigerators. Together, they cost $24 million. https://t.co/C1I07DY9sY",0.0,0.0,0.0,1.0,53
348,nytimes,Sun Jan 28 15:30:10 +0000 2018,"""We wanted to separate from the reality of our lives. Leave behind not just the kids and the responsibilities, but… https://t.co/vw2XUTAZ4k",-0.0516,0.0,0.057,0.943,52
349,nytimes,Sun Jan 28 15:21:37 +0000 2018,"In an email to The New York Times, Dylan Farrow replied to statements made by Letty Aronson, Woody Allen’s sister a… https://t.co/7Xjh9FoFLj",0.0,0.0,0.0,1.0,51
350,nytimes,Sun Jan 28 15:07:28 +0000 2018,"36 hours in Calgary, Alberta https://t.co/xB4jRNSj4H",0.0,0.0,0.0,1.0,50
351,nytimes,Sun Jan 28 14:46:43 +0000 2018,"Is #MeToo catching up to Woody Allen? Sexual abuse allegations from his past are putting his deal with Amazon, and… https://t.co/osyjLgIyXQ",-0.5423,0.068,0.169,0.763,49
352,nytimes,Sun Jan 28 14:30:15 +0000 2018,"For the first time since the global economic downturn, every major economy on earth is expanding, creating jobs, li… https://t.co/WxJhV0h51B",0.296,0.104,0.0,0.896,48
353,nytimes,Sun Jan 28 14:20:26 +0000 2018,People in politics with fake followers purchased from Devumi https://t.co/A4Z8xzEJA8 https://t.co/mqbJ5s2X0X,-0.4767,0.0,0.237,0.763,47
354,nytimes,Sun Jan 28 14:00:20 +0000 2018,Michigan State University portrayed Patrick Fitzgerald as reviewing the Larry Nassar cases even as he was hired to… https://t.co/HXtgjePIMr,0.0,0.0,0.0,1.0,46
355,nytimes,Sun Jan 28 13:36:46 +0000 2018,"Climber Rescued on Pakistan’s ‘Killer Mountain,’ but Another Is in Peril https://t.co/nG3JqZuBQ1",-0.3919,0.123,0.23,0.647,45
356,nytimes,Sun Jan 28 13:30:23 +0000 2018,The casino mogul Stephen Wynn has stepped down as finance chairman of the Republican National Committee after repor… https://t.co/EmWXb3W9ET,0.0,0.0,0.0,1.0,44
357,nytimes,Sun Jan 28 13:11:38 +0000 2018,Editorial Notebook: Less Chance to Get Together in the Dark https://t.co/xnEGSvcKEm,0.1796,0.146,0.0,0.854,43
358,nytimes,Sun Jan 28 13:00:02 +0000 2018,"""For women, access to reproductive health care isn’t a political issue. The women who walk into Planned Parenthood… https://t.co/aoaEOiUgPg",0.4939,0.158,0.0,0.842,42
359,nytimes,Sun Jan 28 12:40:56 +0000 2018,Russians Brave Icy Temperatures to Protest Putin and Election https://t.co/SSwNkPNJ4e,0.34,0.254,0.149,0.597,41
360,nytimes,Sun Jan 28 12:30:18 +0000 2018,"President Trump is planning an optimistic State of the Union, but there are no guarantees when he faces a televisio… https://t.co/rwavV6Bk7P",-0.2846,0.073,0.125,0.802,40
361,nytimes,Sun Jan 28 12:09:06 +0000 2018,"Ingvar Kamprad, Who Founded Ikea and Created a Global Empire, Dies at 91 https://t.co/0xEODIlET7",0.25,0.143,0.0,0.857,39
362,nytimes,Sun Jan 28 12:05:28 +0000 2018,Netflix announced that it will start releasing 15-minute-long comedy specials https://t.co/GQKqgVkNG2,0.3612,0.2,0.0,0.8,38
363,nytimes,Sun Jan 28 11:52:34 +0000 2018,"Breaking News: Ingvar Kamprad, the Swedish entrepreneur who founded Ikea and made it the world's largest furniture… https://t.co/q41ZvJjlxv",0.0,0.0,0.0,1.0,37
364,nytimes,Sun Jan 28 11:47:13 +0000 2018,Ties: Building a Baby Sleep Machine in India https://t.co/k2mQDSC8ug,0.0,0.0,0.0,1.0,36
365,nytimes,Sun Jan 28 11:37:45 +0000 2018,"""I’m done paying for more TV, even if it means turning my back on Star Trek."" https://t.co/2MDBxzc51g",0.0,0.0,0.0,1.0,35
366,nytimes,Sun Jan 28 11:18:23 +0000 2018,"RuPaul: ""We queens take on identity, and it is always a social statement"" https://t.co/yMrGCAmBDn",0.0,0.0,0.0,1.0,34
367,nytimes,Sun Jan 28 11:00:23 +0000 2018,"If tensions between Republicans and Democrats in Congress don't cool, the parties might careen toward another fisca… https://t.co/gaum0s1Tv5",-0.7114,0.0,0.316,0.684,33
368,nytimes,Sun Jan 28 10:43:23 +0000 2018,The history of wine in 442 podcasts https://t.co/mg2GbPNdV2,0.0,0.0,0.0,1.0,32
369,nytimes,Sun Jan 28 10:24:25 +0000 2018,"In Quebec, Bombardier's win against Boeing in a trade dispute resulted in a decidedly un-Canadian dose of triumphal… https://t.co/mg2IXS3LQ6",0.2732,0.177,0.126,0.698,31
370,nytimes,Sun Jan 28 10:07:56 +0000 2018,"As George W. Bush on ‘S.N.L.,’ Will Ferrell Wants to Remind You: ‘I Was Really Bad’ https://t.co/ejPjWBt7AM",0.0,0.0,0.0,1.0,30
