,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
371,nytimes,Sun Jan 28 09:54:11 +0000 2018,"RT @nytimesworld: “I saw a flame that blinded my eyes, then I went unconscious,” said a man who suffered a head wound from a detonation in…",-0.4939,0.0,0.138,0.862,29
372,nytimes,Sun Jan 28 09:35:47 +0000 2018,"Ireland's prime minister said that he will campaign to end his country’s constitutional ban on abortion, ending wee… https://t.co/aE6Gtk5alg",-0.5574,0.0,0.167,0.833,28
373,nytimes,Sun Jan 28 09:17:00 +0000 2018,The music industry has mostly ducked the #MeToo movement. Can white roses at the Grammys change that? https://t.co/8h0zsvS9xV,0.0,0.0,0.0,1.0,27
374,nytimes,Sun Jan 28 08:57:29 +0000 2018,"“People who’ve been betrayed need to know that there’s no shame in staying in the marriage — they’re not doormats,… https://t.co/vR9bycfDjX",-0.8519,0.0,0.354,0.646,26
375,nytimes,Sun Jan 28 08:38:49 +0000 2018,Your weekend playlist has arrived https://t.co/yLxXJHfenW,0.0,0.0,0.0,1.0,25
376,nytimes,Sun Jan 28 08:21:01 +0000 2018,The Irish prime minister Leo Varadkar said that he will campaign to end his country’s constitutional ban on abortion https://t.co/DS2PAstgVw,-0.5574,0.0,0.159,0.841,24
377,nytimes,Sun Jan 28 08:04:06 +0000 2018,"When celebrities and businesses want to appear more popular than they are, some buy fake Twitter followers from Dev… https://t.co/P5N13y747A",0.0754,0.179,0.127,0.694,23
378,nytimes,Sun Jan 28 08:01:56 +0000 2018,The Sweet Spot: How to Get Over an Infatuation https://t.co/8IVAXt0Dtz,0.5574,0.365,0.0,0.635,22
379,nytimes,Sun Jan 28 07:35:00 +0000 2018,"RT @nytimesworld: Militants stormed an army camp in northern Mali on Saturday, killing at least 14 soldiers in the worst attack on security…",-0.9118,0.0,0.367,0.633,21
380,nytimes,Sun Jan 28 07:16:22 +0000 2018,"Mort Walker, Creator of ‘Beetle Bailey’ Comic Strip, Dies at 94 https://t.co/MVCjvuPCAF",0.0,0.0,0.0,1.0,20
381,nytimes,Sun Jan 28 07:12:19 +0000 2018,Rubio Fires Chief of Staff After Misconduct Allegations https://t.co/YvslLGoXB0,0.0,0.0,0.0,1.0,19
382,nytimes,Sun Jan 28 07:10:12 +0000 2018,"Tabàrnia is a territory that's very much in the news in Catalonia, but you won't find it on any (official) map https://t.co/7jcfFyQVuv",0.0,0.0,0.0,1.0,18
383,nytimes,Sun Jan 28 06:52:15 +0000 2018,"John Lennon, Janis Joplin and the Notorious B.I.G. reached No. 1 with a single after their deaths. But the first pe… https://t.co/b5G458z8v2",-0.5719,0.06,0.217,0.723,17
384,nytimes,Sun Jan 28 06:34:54 +0000 2018,"For the first time since the financial crisis a decade ago, all of the world’s major economies are growing https://t.co/rAHTK3jeMi",-0.5267,0.075,0.18,0.746,16
385,nytimes,Sun Jan 28 06:19:07 +0000 2018,"For more than 80 days, he was locked up in the capital of the kingdom named after his family as alarm spread among… https://t.co/Ugafm9rgaR",-0.34,0.0,0.094,0.906,15
386,nytimes,Sun Jan 28 06:02:26 +0000 2018,How to keep children safe from abuse at the pediatrician's office https://t.co/rfziUWwfq6,-0.3182,0.17,0.246,0.585,14
387,nytimes,Sun Jan 28 05:57:51 +0000 2018,Business leaders and organizations with fake followers purchased from Devumi https://t.co/A4Z8xzEJA8 https://t.co/QOextsEUCv,-0.4767,0.0,0.22,0.78,13
388,nytimes,Sun Jan 28 05:44:14 +0000 2018,"No matter how much free time you have this weekend, we have TV recommendations for you https://t.co/ZEkirY5PP8",0.296,0.214,0.107,0.68,12
389,nytimes,Sun Jan 28 05:26:00 +0000 2018,The Ethicist on forming a relationship with the child you gave away https://t.co/FjY68p9y0W,0.0,0.0,0.0,1.0,11
390,nytimes,Sun Jan 28 05:07:45 +0000 2018,Bruno Mars is nominated for 6 Grammys. Meet the guys who helped give “24K Magic” its bounce. https://t.co/A1MMgWlAIi,0.0,0.0,0.0,1.0,10
391,nytimes,Sun Jan 28 04:49:36 +0000 2018,"Make this hearty, Middle Eastern spiced lentil soup with meatballs and angel hair pasta https://t.co/DEnQrIRDEf https://t.co/PshFn4ODkg",0.0,0.0,0.0,1.0,9
392,nytimes,Sun Jan 28 04:28:12 +0000 2018,"The NYT obituary for Ursula K. Le Guin, acclaimed for her fantasy fiction https://t.co/pnYQUKGAeV",0.0,0.0,0.0,1.0,8
393,nytimes,Sun Jan 28 04:11:09 +0000 2018,Inside the follower factory https://t.co/y9jJjawQwR,0.0,0.0,0.0,1.0,7
394,nytimes,Sun Jan 28 03:47:01 +0000 2018,"For the first time ever, the Taj Mahal, India’s monument to eternal love, is getting a serious cleaning https://t.co/Pucv0Rj2Pr",0.5994,0.195,0.06,0.744,6
395,nytimes,Sun Jan 28 03:31:49 +0000 2018,"These gallery walls are empty. Here, you listen to the art. https://t.co/mNUuwUbH4J",-0.2023,0.0,0.141,0.859,5
396,nytimes,Sun Jan 28 03:10:59 +0000 2018,"Air Force One Needs 2 New Refrigerators. Together, They Cost $24 Million. https://t.co/dHkOtB4Poa",0.0,0.0,0.0,1.0,4
397,nytimes,Sun Jan 28 03:01:22 +0000 2018,How to see Nashville without breaking the bank https://t.co/13YoAYXvr0,0.0,0.0,0.0,1.0,3
398,nytimes,Sun Jan 28 02:46:07 +0000 2018,How much warmer was your city in 2017? https://t.co/ykDxdcIFnh,0.296,0.216,0.0,0.784,2
399,nytimes,Sun Jan 28 02:31:17 +0000 2018,What if a healthier Facebook is just … Instagram? https://t.co/IZCYwk83Qz,0.0,0.0,0.0,1.0,1
400,CNN,Sun Jan 28 21:15:09 +0000 2018,"Czechs re-elect President Zeman, who is known for pro-Russian views https://t.co/ogVjsRzKid https://t.co/onC5pLb9XD",0.0,0.0,0.0,1.0,100
401,CNN,Sun Jan 28 21:00:08 +0000 2018,Take a look at the week in politics https://t.co/ambiDDfPxf https://t.co/DzmL63479m,0.0,0.0,0.0,1.0,99
402,CNN,Sun Jan 28 20:46:20 +0000 2018,"Hip-hop artist Jay-Z tells CNN's Van Jones that the stigma attached to mental health issues is ""ridiculous"" and tha… https://t.co/DmLSjtsss3",0.0,0.0,0.0,1.0,98
403,CNN,Sun Jan 28 20:31:47 +0000 2018,This high school basketball player from a Chicago suburb scored the winning goal for his team by making an unbeliev… https://t.co/yd1MRmH08y,0.5267,0.152,0.0,0.848,97
404,CNN,Sun Jan 28 20:15:13 +0000 2018,Influential Koch network plans to invest nearly $400M to help protect GOP majorities https://t.co/U7WN5bsjFx https://t.co/Tz5NG20uB7,0.802,0.406,0.0,0.594,96
405,CNN,Sun Jan 28 20:00:21 +0000 2018,'Ultra-technologists' to open digital-only museum in Tokyo https://t.co/D8BLrkvof7 https://t.co/cirrKhf99H,0.0,0.0,0.0,1.0,95
406,CNN,Sun Jan 28 19:45:03 +0000 2018,"Koch network leader says Attorney General Jeff Sessions ""on board"" with prison reform https://t.co/o5g3iJnYyp https://t.co/ZUd3dDJObr",-0.5106,0.0,0.191,0.809,94
407,CNN,Sun Jan 28 19:30:31 +0000 2018,"Before Amtrak 501 crashed last month near Seattle, train workers told supervisors they didn't feel adequately train… https://t.co/E7bHksA1GJ",0.0,0.0,0.0,1.0,93
408,CNN,Sun Jan 28 19:15:07 +0000 2018,Republicans and Democrats emphasize compromise in forging immigration deal https://t.co/oezEdAj9GY https://t.co/gYIC5H2dwc,0.0,0.0,0.0,1.0,92
409,CNN,Sun Jan 28 19:00:17 +0000 2018,Seven survivors of missing ferry rescued after days adrift in Pacific https://t.co/0108TgVT8E https://t.co/EAxvjNS8iC,0.1531,0.175,0.138,0.688,91
410,CNN,Sun Jan 28 18:45:12 +0000 2018,Afghanistan mourns after ambulance bomb kills more than 100 https://t.co/93ozKrxl10 https://t.co/XmNjikCGjs,-0.8779,0.0,0.558,0.442,90
411,CNN,Sun Jan 28 18:30:15 +0000 2018,Marco Rubio fires his chief of staff over misconduct allegations https://t.co/4FUSn9hDVc https://t.co/8JV1fxg8aS,0.0,0.0,0.0,1.0,89
412,CNN,Sun Jan 28 18:15:05 +0000 2018,Russian opposition leader Alexei Navalny arrested during protests https://t.co/RZDsbI637n https://t.co/a1QwjIuBNf,-0.6124,0.0,0.385,0.615,88
413,CNN,Sun Jan 28 18:00:02 +0000 2018,This former guerrilla leader wants to be Colombia's next president https://t.co/3RUGutw4pk https://t.co/3xp7U5ls38,0.0,0.0,0.0,1.0,87
414,CNN,Sun Jan 28 17:45:13 +0000 2018,Here comes the Big Tech profit party https://t.co/PS4vDf6Kd8 https://t.co/KGFrNejUWS,0.6808,0.444,0.0,0.556,86
415,CNN,Sun Jan 28 17:30:27 +0000 2018,"Republican Sen. Susan Collins says it ""wouldn't hurt"" for Congress to protect special counsel Robert Mueller follow… https://t.co/evVZAo6khT",0.795,0.35,0.0,0.65,85
416,CNN,Sun Jan 28 17:15:07 +0000 2018,"""SNL"" brings back Will Ferrell's George W. Bush https://t.co/BNZ9HNpoVl https://t.co/9vc5MyZ2RR",0.0,0.0,0.0,1.0,84
417,CNN,Sun Jan 28 17:00:07 +0000 2018,How the US is losing Asia to China https://t.co/4AcmhOwxzM https://t.co/BfhBlwstjm,-0.3818,0.0,0.224,0.776,83
418,CNN,Sun Jan 28 16:47:20 +0000 2018,"Lawmakers want answers after State Department employees claim ""political retribution"" https://t.co/yxzhaYQZrz https://t.co/6QFD6ONTId",0.0772,0.106,0.0,0.894,82
419,CNN,Sun Jan 28 16:30:06 +0000 2018,President Trump says he has brought down black unemployment. Hip-hop legend Jay-Z told CNN that's no excuse for his… https://t.co/n2ZpCcLMBm,-0.5859,0.056,0.218,0.726,81
420,CNN,Sun Jan 28 21:15:09 +0000 2018,"Czechs re-elect President Zeman, who is known for pro-Russian views https://t.co/ogVjsRzKid https://t.co/onC5pLb9XD",0.0,0.0,0.0,1.0,80
421,CNN,Sun Jan 28 21:00:08 +0000 2018,Take a look at the week in politics https://t.co/ambiDDfPxf https://t.co/DzmL63479m,0.0,0.0,0.0,1.0,79
422,CNN,Sun Jan 28 20:46:20 +0000 2018,"Hip-hop artist Jay-Z tells CNN's Van Jones that the stigma attached to mental health issues is ""ridiculous"" and tha… https://t.co/DmLSjtsss3",0.0,0.0,0.0,1.0,78
423,CNN,Sun Jan 28 20:31:47 +0000 2018,This high school basketball player from a Chicago suburb scored the winning goal for his team by making an unbeliev… https://t.co/yd1MRmH08y,0.5267,0.152,0.0,0.848,77
424,CNN,Sun Jan 28 20:15:13 +0000 2018,Influential Koch network plans to invest nearly $400M to help protect GOP majorities https://t.co/U7WN5bsjFx https://t.co/Tz5NG20uB7,0.802,0.406,0.0,0.594,76
425,CNN,Sun Jan 28 20:00:21 +0000 2018,'Ultra-technologists' to open digital-only museum in Tokyo https://t.co/D8BLrkvof7 https://t.co/cirrKhf99H,0.0,0.0,0.0,1.0,75
426,CNN,Sun Jan 28 19:45:03 +0000 2018,"Koch network leader says Attorney General Jeff Sessions ""on board"" with prison reform https://t.co/o5g3iJnYyp https://t.co/ZUd3dDJObr",-0.5106,0.0,0.191,0.809,74
427,CNN,Sun Jan 28 19:30:31 +0000 2018,"Before Amtrak 501 crashed last month near Seattle, train workers told supervisors they didn't feel adequately train… https://t.co/E7bHksA1GJ",0.0,0.0,0.0,1.0,73
428,CNN,Sun Jan 28 19:15:07 +0000 2018,Republicans and Democrats emphasize compromise in forging immigration deal https://t.co/oezEdAj9GY https://t.co/gYIC5H2dwc,0.0,0.0,0.0,1.0,72
429,CNN,Sun Jan 28 19:00:17 +0000 2018,Seven survivors of missing ferry rescued after days adrift in Pacific https://t.co/0108TgVT8E https://t.co/EAxvjNS8iC,0.1531,0.175,0.138,0.688,71
430,CNN,Sun Jan 28 18:45:12 +0000 2018,Afghanistan mourns after ambulance bomb kills more than 100 https://t.co/93ozKrxl10 https://t.co/XmNjikCGjs,-0.8779,0.0,0.558,0.442,70
431,CNN,Sun Jan 28 18:30:15 +0000 2018,Marco Rubio fires his chief of staff over misconduct allegations https://t.co/4FUSn9hDVc https://t.co/8JV1fxg8aS,0.0,0.0,0.0,1.0,69
432,CNN,Sun Jan 28 18:15:05 +0000 2018,Russian opposition leader Alexei Navalny arrested during protests https://t.co/RZDsbI637n https://t.co/a1QwjIuBNf,-0.6124,0.0,0.385,0.615,68
433,CNN,Sun Jan 28 18:00:02 +0000 2018,This former guerrilla leader wants to be Colombia's next president https://t.co/3RUGutw4pk https://t.co/3xp7U5ls38,0.0,0.0,0.0,1.0,67
434,CNN,Sun Jan 28 17:45:13 +0000 2018,Here comes the Big Tech profit party https://t.co/PS4vDf6Kd8 https://t.co/KGFrNejUWS,0.6808,0.444,0.0,0.556,66
435,CNN,Sun Jan 28 17:30:27 +0000 2018,"Republican Sen. Susan Collins says it ""wouldn't hurt"" for Congress to protect special counsel Robert Mueller follow… https://t.co/evVZAo6khT",0.795,0.35,0.0,0.65,65
436,CNN,Sun Jan 28 17:15:07 +0000 2018,"""SNL"" brings back Will Ferrell's George W. Bush https://t.co/BNZ9HNpoVl https://t.co/9vc5MyZ2RR",0.0,0.0,0.0,1.0,64
437,CNN,Sun Jan 28 17:00:07 +0000 2018,How the US is losing Asia to China https://t.co/4AcmhOwxzM https://t.co/BfhBlwstjm,-0.3818,0.0,0.224,0.776,63
438,CNN,Sun Jan 28 16:47:20 +0000 2018,"Lawmakers want answers after State Department employees claim ""political retribution"" https://t.co/yxzhaYQZrz https://t.co/6QFD6ONTId",0.0772,0.106,0.0,0.894,62
439,CNN,Sun Jan 28 16:30:06 +0000 2018,President Trump says he has brought down black unemployment. Hip-hop legend Jay-Z told CNN that's no excuse for his… https://t.co/n2ZpCcLMBm,-0.5859,0.056,0.218,0.726,61
440,CNN,Sun Jan 28 16:19:20 +0000 2018,Saudi is freeing its billionaire detainees. Now it has to woo investors. https://t.co/NoZE3IRTUS https://t.co/apBJp3NNUp,0.7351,0.341,0.0,0.659,60
441,CNN,Sun Jan 28 16:02:26 +0000 2018,"This May 2016 protest in Houston, Texas, was organized by Russian trolls. The troll group promoted and organized tw… https://t.co/p8qIc1WZGH",0.2023,0.123,0.088,0.789,59
442,CNN,Sun Jan 28 15:30:15 +0000 2018,Air Force One is primed to receive an upgrade that will include new refrigerators expected to cost American taxpaye… https://t.co/GdG59aKgj5,0.0,0.0,0.0,1.0,58
443,CNN,Sun Jan 28 15:00:17 +0000 2018,"Posing as American activists, Russian government-linked trolls created 129 Facebook events between 2015 and 2017. E… https://t.co/WpmbHklbXj",0.25,0.111,0.0,0.889,57
444,CNN,Sun Jan 28 14:36:39 +0000 2018,Sen. Joe Manchin on House Minority Leader Nancy Pelosi calling the White House immigration proposal a “campaign to… https://t.co/J89rCweLSB,0.0,0.0,0.0,1.0,56
445,CNN,Sun Jan 28 14:30:28 +0000 2018,"The recent ""Nutella riots"" in France are not the first time that demand for the chocolatey spread has caused violen… https://t.co/w0avMOQKyx",-0.5859,0.0,0.202,0.798,55
446,CNN,Sun Jan 28 14:24:25 +0000 2018,Sen. Joe Manchin on whether there is a case of obstruction of justice against the President: “I have not gone down… https://t.co/OggaBwyfEG,0.5267,0.145,0.0,0.855,54
447,CNN,Sun Jan 28 14:17:14 +0000 2018,"Sen. Collins on Stormy Daniels reports: ""This sounds like an issue that's between the President and Mrs Trump""… https://t.co/PAGGoBwe5q",0.3612,0.122,0.0,0.878,53
448,CNN,Sun Jan 28 14:11:16 +0000 2018,"Sen. Collins on reports of President Trump wanting to fire Deputy Attorney General Rod Rosenstein: “If that’s true,… https://t.co/c6PBY5Zqj1",-0.34,0.0,0.118,0.882,52
449,CNN,Sun Jan 28 14:07:40 +0000 2018,Sen. Susan Collins on reports of President Trump ordering the firing of special counsel Robert Mueller in June: “I… https://t.co/IEoc6lYFgr,0.0772,0.117,0.104,0.779,51
450,CNN,Sun Jan 28 14:00:19 +0000 2018,"A ""super blue blood moon"" is coming and if you can drag yourself out of bed during the pre-dawn hours next Wednesda… https://t.co/vf8ToGAez7",0.4588,0.151,0.074,0.775,50
451,CNN,Sun Jan 28 13:53:53 +0000 2018,"91-year-old Ingvar Kamprad, the founder of Ikea, has passed away at his home in Sweden, the company says… https://t.co/s2vWakAsTm",0.0,0.0,0.0,1.0,49
452,CNN,Sun Jan 28 13:30:20 +0000 2018,"When internet trolls told this record-breaking teen explorer to 'make a sandwich,' she did just that: ""I made you a… https://t.co/kWVe8sHpjk",0.0,0.0,0.0,1.0,48
453,CNN,Sun Jan 28 13:01:02 +0000 2018,"Inside Amazon Go, the company's new cashier-free store that uses cameras and sensors to detect what food you've tak… https://t.co/YY4pl90Vc7",0.1779,0.082,0.0,0.918,47
454,CNN,Sun Jan 28 12:31:49 +0000 2018,"This flu season is fierce, already claiming the lives of at least 30 children in the US. Here is how the virus turn… https://t.co/91nNjR1PDl",-0.3818,0.0,0.102,0.898,46
455,CNN,Sun Jan 28 12:06:46 +0000 2018,Roger Federer beats Marin Cilic in five sets at the Australian Open to become the first man to win 20 grand slam ti… https://t.co/uxBhirNNro,0.6369,0.224,0.086,0.691,45
456,CNN,Sun Jan 28 12:01:03 +0000 2018,The weight loss benefits of soup have led to soup cleansing -- a trend that has become increasingly popular over th… https://t.co/kXOaK3xOqA,0.4767,0.21,0.089,0.7,44
457,CNN,Sun Jan 28 11:30:15 +0000 2018,"Sorry, Mr. President, the 'fake news' excuse isn't good enough anymore | Analysis by @CillizzaCNN… https://t.co/cQ8EKy2H9G",-0.6711,0.068,0.356,0.576,43
458,CNN,Sun Jan 28 11:01:02 +0000 2018,Running the 'Doomsday Clock' is a full-time job. Really. https://t.co/ODOzpSuvLE https://t.co/ukFemVr69D,-0.5859,0.0,0.297,0.703,42
459,CNN,Sun Jan 28 10:30:08 +0000 2018,Reba McEntire is KFC's first female Colonel Sanders https://t.co/ZV8HCPV9wx https://t.co/3P5VpgIQTu,0.0,0.0,0.0,1.0,41
460,CNN,Sun Jan 28 10:03:39 +0000 2018,"It's being called ""Day Zero"" -- the day when the taps run dry. Officials in Cape Town, South Africa, say their city… https://t.co/Wv81akEpZ6",0.0,0.0,0.0,1.0,40
461,CNN,Sun Jan 28 09:30:08 +0000 2018,Shares of Wynn Resorts plunged more than 10% after a Wall Street Journal story detailing numerous allegations again… https://t.co/6o3Rz8TNim,0.296,0.115,0.0,0.885,39
462,CNN,Sun Jan 28 09:01:02 +0000 2018,"A jawbone discovered in Israel suggests modern humans migrated from Africa at least 50,000 years earlier than previ… https://t.co/QzU4SXzWy7",0.0,0.0,0.0,1.0,38
463,CNN,Sun Jan 28 08:30:12 +0000 2018,"Pope Francis condemns ""fake news,"" saying that it's a ""sign of intolerant and hypersensitive attitudes, and leads o… https://t.co/XJPALQbIGv",-0.7506,0.0,0.286,0.714,37
464,CNN,Sun Jan 28 08:01:08 +0000 2018,"President Trump's first year of GDP growth is very, very average, historically speaking https://t.co/qzk8pZW36D https://t.co/Zn4t8AloPn",0.3818,0.157,0.0,0.843,36
465,CNN,Sun Jan 28 07:30:14 +0000 2018,"Posing as American activists, Russian government-linked trolls created 129 Facebook events between 2015 and 2017. E… https://t.co/BlvUOcid7b",0.25,0.111,0.0,0.889,35
466,CNN,Sun Jan 28 07:01:05 +0000 2018,A 7-foot-tall portrait of Russian President Vladimir Putin made from bullet shells is on display as part of an exhi… https://t.co/wgVYdQa8Co,0.0,0.0,0.0,1.0,34
467,CNN,Sun Jan 28 06:31:05 +0000 2018,More people with disabilities are getting jobs. Here's why: https://t.co/ub8NpGZxuc https://t.co/CcnmpSTgLs,0.0,0.0,0.0,1.0,33
468,CNN,Sun Jan 28 06:01:08 +0000 2018,"Trump's White House reportedly emailed the Guggenheim Museum in September, asking to borrow a Van Gogh painting.

T… https://t.co/QMCP84rWwB",0.0,0.0,0.0,1.0,32
469,CNN,Sun Jan 28 05:31:05 +0000 2018,"Amazon's new workplace perk, the Spheres, will officially open on Monday https://t.co/eaCpR2FiXU https://t.co/apOihktOtl",0.0,0.0,0.0,1.0,31
470,CNN,Sun Jan 28 05:01:07 +0000 2018,"Christa McAuliffe never got to realize her dream of teaching from space.

But now, more than three decades after th… https://t.co/WgoYr7avsu",0.25,0.091,0.0,0.909,30
471,CNN,Sun Jan 28 04:30:23 +0000 2018,"Christa McAuliffe never got to realize her dream of teaching from space.

But now, more than three decades after th… https://t.co/DCi12Z4wwr",0.25,0.091,0.0,0.909,29
472,CNN,Sun Jan 28 04:00:11 +0000 2018,"Trump's White House reportedly emailed the Guggenheim Museum in September, asking to borrow a Van Gogh painting.

T… https://t.co/awBmEqETxv",0.0,0.0,0.0,1.0,28
473,CNN,Sun Jan 28 03:30:14 +0000 2018,Canadian Prime Minister Justin Trudeau this week scored two big trade wins over President Trump… https://t.co/cHpMBIvqr4,0.5719,0.198,0.0,0.802,27
474,CNN,Sun Jan 28 03:00:22 +0000 2018,Writer Chimamanda Adichie was asked if there were any bookshops in Nigeria during an interview in France — and her… https://t.co/LZbNYJm3SP,0.0,0.0,0.0,1.0,26
475,CNN,Sun Jan 28 02:45:26 +0000 2018,"The recent ""Nutella riots"" in France are not the first time that demand for the chocolatey spread has caused violen… https://t.co/npmzCJ8pwJ",-0.5859,0.0,0.202,0.798,25
476,CNN,Sun Jan 28 02:30:05 +0000 2018,"Billy Graham's granddaughter: ""In order to forgive somebody, that individual needs to repent and apologize. And I d… https://t.co/2F1aTVfPnf",0.3612,0.179,0.0,0.821,24
477,CNN,Sun Jan 28 02:15:05 +0000 2018,"Scientists in Germany have built a prototype nuclear fusion reactor that could produce limitless, clean and accessi… https://t.co/EeaDK9tBrT",0.4019,0.144,0.0,0.856,23
478,CNN,Sun Jan 28 02:00:36 +0000 2018,"Eminem says he won't stop criticizing President Trump: ""If I did lose half my fan base, then so be it""… https://t.co/HVDolCbt3l",0.3814,0.252,0.108,0.64,22
479,CNN,Sun Jan 28 01:46:43 +0000 2018,It was actually raining money on an Illinois interstate after a truck carrying cash from a video gambling machine l… https://t.co/5lkLqzcwQ6,0.0,0.0,0.0,1.0,21
480,CNN,Sun Jan 28 01:30:35 +0000 2018,"After Charlottesville violence, the city ""has kinda become a slogan, but it's still a real place with real people,""… https://t.co/owfOL1lS83",-0.3716,0.0,0.13,0.87,20
481,CNN,Sun Jan 28 01:30:29 +0000 2018,Air Force One is primed to receive an upgrade that will include new refrigerators expected to cost American taxpaye… https://t.co/3clRGieMUd,0.0,0.0,0.0,1.0,19
482,CNN,Sun Jan 28 01:15:10 +0000 2018,"In a CNN poll of hypothetical 2020 races, voters were asked who they'd be more likely to support between Donald Tru… https://t.co/xbfelY0fFT",0.4522,0.129,0.0,0.871,18
483,CNN,Sun Jan 28 01:00:35 +0000 2018,"Jay-Z tells @vanjones68 about mending his marriage with Beyoncé: ""For us, we chose to fight for our love. For our f… https://t.co/CP9cThjSxj",0.3818,0.157,0.097,0.746,17
484,CNN,Sun Jan 28 01:00:26 +0000 2018,The 1% grabbed 82% of all wealth created in 2017 https://t.co/QiSxWhvp27 https://t.co/qbtXbvweHW,0.6369,0.342,0.0,0.658,16
485,CNN,Sun Jan 28 00:45:09 +0000 2018,"The US is about to fall from No. 2 to No. 3, ranking behind Spain among world's top tourist destinations. Why? Pres… https://t.co/2H1GOxsERS",-0.3818,0.071,0.175,0.754,15
486,CNN,Sun Jan 28 00:41:06 +0000 2018,"President Trump's second year is ""a tale of two presidencies,"" says @VanJones68 #VanJonesShow… https://t.co/sXj1AyJHga",0.0,0.0,0.0,1.0,14
487,CNN,Sun Jan 28 00:38:44 +0000 2018,"The justice system ""needs to be reworked,"" hip hop star Jay-Z tells @VanJones68 during discussion about probation a… https://t.co/m4Chvlcml0",0.5267,0.159,0.0,0.841,13
488,CNN,Sun Jan 28 00:30:14 +0000 2018,Gun Runner wins the world's richest horse race with ease https://t.co/bQYYGId0a7 https://t.co/y30MtGMBUS,0.802,0.48,0.12,0.4,12
489,CNN,Sun Jan 28 00:27:09 +0000 2018,"Jay-Z on Colin Kaepernick: ""Would you rather be playing football getting your head dinged in or would you rather be… https://t.co/fZ2piMmBjg",0.2023,0.083,0.0,0.917,11
490,CNN,Sun Jan 28 00:17:29 +0000 2018,"Rapper Jay-Z tells @VanJones68 that President Trump's ""shithole countries"" comment was ""disappointing and hurtful""… https://t.co/VIX8j4WVGP",-0.4939,0.0,0.186,0.814,10
491,CNN,Sun Jan 28 00:15:03 +0000 2018,Honduran president sworn into office for 2nd term as foes dispute vote results https://t.co/mbfzqPgA9m https://t.co/nmbSyM7Ymk,-0.6908,0.0,0.305,0.695,9
492,CNN,Sun Jan 28 00:13:46 +0000 2018,"Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself""… https://t.co/OFr39hjrog",0.0,0.0,0.0,1.0,8
493,CNN,Sat Jan 27 23:58:03 +0000 2018,"Tonight, hip-hop star Jay-Z sits down with Van Jones to talk about Trump's ""shithole countries"" comment, the #MeToo… https://t.co/dPcRBRNqjp",0.0,0.0,0.0,1.0,7
494,CNN,Sat Jan 27 23:46:03 +0000 2018,"""For us, we chose to fight for our love."" Jay-Z talks candidly about his determination to save his marriage with si… https://t.co/zRISHINehg",0.5106,0.215,0.095,0.691,6
495,CNN,Sat Jan 27 23:30:18 +0000 2018,SpaceX sets Falcon Heavy launch date https://t.co/z6KjigXnFi https://t.co/cD57vDA8E1,0.0,0.0,0.0,1.0,5
496,CNN,Sat Jan 27 23:15:09 +0000 2018,What's inside the FBI file on Roger Ailes https://t.co/VzpdWUpJ9r https://t.co/ZzjlQeeu9p,0.0,0.0,0.0,1.0,4
497,CNN,Sat Jan 27 23:00:12 +0000 2018,Why America is still not ready for Murphy Brown https://t.co/N9j1ksDB9w https://t.co/zXpfHT0b8Q,-0.2755,0.0,0.174,0.826,3
498,CNN,Sat Jan 27 22:47:07 +0000 2018,"""Everyone feels anger, but after the anger it's really hurtful. ... he's looking down on a whole population of peop… https://t.co/vTDS2yHMZo",-0.9252,0.0,0.423,0.577,2
499,CNN,Sat Jan 27 22:30:16 +0000 2018,"A ""super blue blood moon"" is coming and if you can drag yourself out of bed during the pre-dawn hours next Wednesda… https://t.co/GRNYC3fV1G",0.4588,0.151,0.074,0.775,1
